,first_name,last_name,price,above_100
357,Zachary,Johnson,36.97003142,False
358,Marc,Velasquez,174.3901749,True
359,John,Carr,50.11746076,False
360,Kimberly,Castillo,243.873678,True
361,Jay,Lopez,286.8001088,True
362,Amanda,Bridges,81.85722081,False
363,Jessica,Swanson,60.96199005,False
364,Jose,Gonzalez,77.84428182,False
365,Teresa,Wright,67.20289619,False
366,Michael,Gutierrez,185.8465011,True
367,Hannah,Marshall,251.8797929,True
368,Janice,Davis,290.3767318,True
369,Jessica,Crawford,254.2161442,True
370,Brian,Bean,293.1768543,True
371,Edward,Perez,217.694778,True
372,Adam,Miller,49.28081579,False
373,Veronica,Gray,140.9945255,True
374,Linda,Turner,238.5612942,True
375,Debra,Roberts,69.38949206,False
376,David,Sampson,77.05304682,False
377,Sarah,Cochran,138.6132102,True
378,Regina,Holland,151.2011694,True
379,Mario,Ortiz,27.08442817,False
380,Maria,Gonzalez,164.6440389,True
381,Albert,Perez,163.1980752,True
382,Daisy,Mccarthy,87.96439172,False
383,Anna,Leonard,75.54719134,False
384,Catherine,Mosley,188.3490593,True
385,April,Miranda,82.64651651,False
386,Michael,Walker,288.9294858,True
387,Abigail,Lam,255.3722151,True
388,Alan,Graham,92.78682106,False
389,Jennifer,Diaz,77.85479921,False
390,Sean,Rogers,186.3926468,True
391,Anthony,Jackson,200.012596,True
392,William,Taylor,117.9694277,True
393,Richard,Robinson,200.9108703,True
394,Nicholas,Barnes,219.4003858,True
395,Brittany,Austin,233.7352503,True
396,Robin,Schmidt,96.69826813,False
397,Kendra,Monroe,226.0007767,True
398,Nancy,Grant,23.79829866,False
399,Nicole,Grant,155.9845125,True
400,Courtney,Thompson,52.85276041,False
401,Jeanette,Washington,291.525558,True
402,James,Yates,224.8736142,True
403,Justin,Knox,115.9751733,True
404,Melissa,Thompson,200.8616238,True
405,Steven,Lee,140.357855,True
406,Allison,Fisher,231.493857,True
407,Mark,Phillips,197.2517291,True
408,Elijah,Harrison,151.5804694,True
409,Paul,Farley,9.419976358,False
410,Jennifer,Cole,47.39545601,False
411,Michael,Tucker,146.7478801,True
412,David,Steele,276.1640965,True
413,Monica,Hodges,203.3130423,True
414,Scott,Wallace,23.24585982,False
415,Antonio,Paul,93.39602908,False
416,Melissa,Wright,68.62696415,False
417,Stephanie,Price,27.22765203,False
418,Denise,Kennedy,233.4665428,True
419,Melissa,Walsh,177.8587959,True
420,Leslie,Spence,156.2011959,True
421,Rachel,Walker,144.4395327,True
422,Donald,Horn,13.06347134,False
423,Christopher,Rojas,94.08806986,False
424,Robert,Crawford,216.6530778,True
425,Larry,Brown,174.1807324,True
426,Becky,Swanson,245.854615,True
427,Gary,Howard,25.93975342,False
428,Christopher,Marks,111.8467919,True
429,Bonnie,Alexander,136.6295853,True
430,Brandon,Stevens,77.20691708,False
431,Lori,Guerra,99.72772588,False
432,Michele,Alvarado,243.9872024,True
433,Christine,Lee,8.809339101,False
434,Jamie,Fry,159.7067216,True
435,Christopher,Perez,102.943584,True
436,Matthew,Carter,194.2873257,True
437,Jason,Hunter,78.76406316,False
438,Tyler,Henry,186.9624462,True
439,Tiffany,Harris,17.69659156,False
440,Matthew,Young,39.12254966,False
441,Juan,Brewer,152.9624792,True
442,Mark,Riggs,44.1758436,False
443,Brittany,Stewart,273.5307309,True
444,Terry,Davis,271.779368,True
445,Jessica,Oneill,157.5131207,True
446,Kimberly,Ortiz,55.25093947,False
447,Zoe,Walls,248.8666069,True
448,Sara,Wallace,155.8794176,True
449,Nicole,Jenkins,291.5121227,True
450,Austin,Kelly,85.87572125,False
451,Sarah,Knox,169.1586193,True
452,Alison,Carroll,115.3401313,True
453,Robert,Buchanan,163.3260388,True
454,Penny,Wilson,178.7969799,True
455,Leslie,Perez,77.95375736,False
456,Brittney,Marquez,149.1772445,True
457,Andrew,Bird,265.9158101,True
458,Maria,Hughes,12.57040265,False
459,Clayton,Williams,31.850547,False
460,Mary,Pittman,92.02540242,False
461,James,Garner,81.96609867,False
462,Randy,Middleton,117.0928987,True
463,Alexis,Gardner,83.35923458,False
464,Laurie,Garner,145.0603215,True
465,Danny,Bush,111.9976845,True
466,Joseph,Smith,291.0800293,True
467,Edgar,Armstrong,185.9187088,True
468,Samantha,Scott,97.8742131,False
469,Troy,Coleman,74.57492247,False
470,Brian,Young,130.9974595,True
471,Timothy,Perez,113.6574668,True
472,Sierra,Nguyen,110.8481766,True
473,Cynthia,Murphy,296.0078137,True
474,Julie,Diaz,269.4894015,True
475,Andrew,Silva,46.15639765,False
476,Gary,Costa,287.0365933,True
477,Jasmine,Berg,127.1426355,True
478,Glenda,Brown,85.60391824,False
479,Jonathan,Boone,172.4624408,True
480,Cynthia,Jimenez,51.80996198,False
481,Cynthia,Morgan,283.3294115,True
482,Dwayne,Browning,14.24525264,False
483,Brittany,Lewis,150.9075783,True
484,Zachary,Johnson,139.6464165,True
485,Kayla,Wilson,48.84395071,False
486,Andrew,Doyle,245.0864465,True
487,Jennifer,Parks,12.79843948,False
488,Daniel,Phelps,176.735085,True
489,Lindsey,Quinn,57.57356582,False
490,Brian,Walker,34.96349578,False
491,Bradley,Curry,104.0291615,True
492,Roy,Cohen,148.4924569,True
493,David,Black,148.4850266,True
494,Julie,Gonzales,275.8513843,True
495,Paula,Williams,190.6605351,True
496,James,Clark,117.5715047,True
497,Christopher,Robinson,14.26584056,False
498,William,Carr,85.40738917,False
499,Todd,Dunlap,38.32006005,False
500,Kimberly,Morales,206.4438618,True
501,Jesse,Welch,267.5034898,True
502,Laura,Leblanc,205.9617908,True
503,Susan,Parker,7.389760853,False
504,Laurie,Harris,229.6976024,True
505,Natalie,Lawrence,86.76833663,False
506,Kara,Hanson,275.4377145,True
507,Joseph,Walker,135.4741342,True
508,Gregory,Davis,155.6667394,True
509,Paul,Erickson,192.4996457,True
510,Preston,Holmes,36.86205402,False
511,Joy,Buck,40.94451902,False
512,Brian,Sherman,279.4530254,True
513,Brandon,Davis,17.82461557,False
514,Patricia,Hamilton,63.2328385,False
515,Shawn,Garcia,227.491116,True
516,William,Stone,48.99103482,False
517,Brian,Cunningham,294.7646142,True
518,Shawn,Norman,113.8520429,True
519,Evan,Ibarra,32.32820193,False
520,Logan,Porter,157.574472,True
521,Kerry,Gibson,216.9486908,True
522,Christine,Parsons,232.117075,True
523,Erica,Chung,204.1409177,True
524,Alan,Collins,29.58632408,False
525,John,Robinson,60.37353075,False
526,Monique,Santos,82.08256587,False
527,Nicole,Mason,190.2387349,True
528,Michael,Knight,238.7576833,True
529,John,Bishop,18.29168554,False
530,Christopher,Odom,282.9931871,True
531,Michael,Walker,149.8428493,True
532,Crystal,Wall,187.5868027,True
533,Christian,Ramirez,258.4106206,True
534,Kevin,Rowland,185.6410425,True
535,Candice,Mcintosh,266.2706673,True
536,Leslie,Hoffman,282.0595113,True
537,James,Johnson,263.3739193,True
538,Jennifer,Shepherd,183.9723914,True
539,Susan,Tucker,187.4994162,True
540,Michele,Harvey,271.0984188,True
541,Teresa,Collins,186.971541,True
542,Jonathan,Leblanc,128.2066648,True
543,Stephanie,Morgan,209.8417398,True
544,Michael,Duran,67.48301306,False
545,Daniel,Cannon,193.3728586,True
546,Kayla,Butler,157.4052214,True
547,Jimmy,Harrell,162.6953645,True
548,Jeffery,Fuentes,32.984417,False
549,Lucas,Rivera,280.9708055,True
550,Mark,Le,197.9575702,True
551,Taylor,Myers,92.37292177,False
552,Robert,Berger,41.58251872,False
553,Victor,White,71.28349376,False
554,Caroline,Powell,59.57791041,False
555,Erica,Austin,225.3624114,True
556,Douglas,Henry,260.1867786,True
557,Monica,Miller,45.66425505,False
558,Kimberly,Martin,42.84980233,False
559,Felicia,Larson,184.2056338,True
560,Cassandra,Frazier,19.26672707,False
561,Heather,Phelps,119.0145624,True
562,John,Hart,181.2802443,True
563,Meredith,Moore,84.42598279,False
564,Isabel,Pratt,24.78342559,False
565,Misty,Martin,269.9902036,True
566,Jessica,Richards,64.72664573,False
567,Margaret,Campbell,174.2986324,True
568,Michael,Frazier,47.5799292,False
569,Michael,Sharp,115.6658502,True
570,Cindy,Pena,152.2234362,True
571,Jacob,Dominguez,153.4779672,True
572,Cody,Scott,66.56588387,False
573,Nicole,Coffey,118.1952751,True
574,Crystal,Snyder,155.4661092,True
575,Matthew,Love,285.0975409,True
576,Marcus,Ortega,188.1094588,True
577,Jason,Jackson,99.20589923,False
578,Daniel,Ramos,58.31985367,False
579,Raymond,Wilson,200.3855625,True
580,Lindsey,Garcia,170.9951265,True
581,Donna,Orr,40.46338096,False
582,Wendy,Horn,5.929938406,False
583,Mario,Mclaughlin,90.33380664,False
584,Benjamin,Barron,20.67124478,False
585,Mark,Moss,33.79532722,False
586,Travis,Garza,82.87258331,False
587,George,Lopez,0.942247688,False
588,Gabriel,Barnes,69.59826205,False
589,Daniel,Johnson,214.52403,True
590,Mitchell,Davis,158.7827112,True
591,Mark,White,56.21176867,False
592,Michael,Foster,115.2422325,True
593,Pamela,Solis,66.64708198,False
594,Maxwell,Frost,0.006023502,False
595,Chad,Jones,67.87794806,False
596,Don,Mcdaniel,228.5918739,True
597,Lisa,Morrison,73.99054689,False
598,Jeffrey,Clark,239.4386554,True
599,Melissa,Santiago,128.2616391,True
600,Jason,Adams,21.57128968,False
601,Wendy,Myers,263.6809245,True
602,Norman,Wade,99.62709317,False
603,Roberto,Brown,215.0393467,True
604,Casey,Wright,280.2032307,True
605,Juan,Rivera,91.13816713,False
606,Terry,Gallegos,268.5844733,True
607,Timothy,Jones,153.2228831,True
608,Sarah,Crawford,230.5178921,True
609,Christopher,Hammond,263.0958332,True
610,Ashley,Cantu,285.4035791,True
611,Mathew,Harris,46.60501825,False
612,David,Williams,193.4019531,True
613,Catherine,Novak,184.8954159,True
614,Jonathan,Cobb,42.21066367,False
615,Elizabeth,Alexander,98.44514553,False
616,Michelle,Fisher,77.16597054,False
617,David,Griffith,180.0253758,True
618,Suzanne,Murray,178.4727015,True
619,Antonio,Beasley,28.09527269,False
620,Terry,Hobbs,216.5892977,True
621,Kathleen,Chan,211.1899937,True
622,Audrey,Adkins,285.6616197,True
623,Jonathan,Patel,148.8803996,True
624,Micheal,Baker,134.5542406,True
625,Brandon,Stein,164.6600325,True
626,Annette,Douglas,10.02846956,False
627,Jeffery,Webb,269.1493543,True
628,Michael,Miller,200.0992596,True
629,Cassandra,Mcintyre,127.0227848,True
630,Brittany,Allen,215.7370745,True
631,Erin,Robinson,79.41903827,False
632,Anthony,Sims,77.62412955,False
633,Craig,Jones,51.50213971,False
634,Annette,Peterson,228.6450015,True
635,Victor,Reed,45.41500465,False
636,Nathan,Love,84.66811649,False
637,William,Chavez,17.55060564,False
638,Patrick,Kennedy,203.3891368,True
639,Andrea,Jones,246.2089544,True
640,Michele,Mathews,59.39395122,False
641,Yolanda,Romero,155.2585808,True
642,Abigail,Beck,26.82615918,False
643,Christopher,Hughes,261.934458,True
644,Kristina,Gutierrez,293.9955524,True
645,Cristina,Cervantes,145.7719613,True
646,Victor,Johnson,32.81941552,False
647,Lauren,Page,111.9234731,True
648,Charles,Orozco,65.25318711,False
649,Andrea,Bowen,30.27521428,False
650,Caleb,Smith,213.5434658,True
651,Christine,Bradford,291.8448556,True
652,Pamela,Lee,128.3788861,True
653,Ronald,Steele,287.8604109,True
654,Tami,Lynch,123.3850543,True
655,Thomas,Glenn,124.1799535,True
656,Melinda,Aguilar,267.4989809,True
657,Martin,Harris,1.752357195,False
658,Karen,Hunter,139.0751757,True
659,Donald,Leon,66.84670418,False
660,Frances,Lewis,5.522938102,False
661,Cesar,Jackson,182.3282967,True
662,Carla,Green,69.4092923,False
663,Angela,Le,167.3410828,True
664,Maria,Bryant,66.38307671,False
665,David,Cisneros,67.6363251,False
666,Amanda,Henderson,6.139394348,False
667,Anthony,Choi,299.6261389,True
668,Ricardo,Barnes,68.20083729,False
669,Ashley,Davis,125.0057838,True
670,Patricia,Maxwell,254.0100376,True
671,Michael,Miller,52.69843399,False
672,Carla,Carter,191.6978083,True
673,Rachael,Oliver,268.245856,True
674,Donald,Gardner,70.51295454,False
675,Brad,Garcia,227.6456093,True
676,Megan,Smith,5.820828256,False
677,Anthony,Torres,214.6144194,True
678,Karen,Smith,201.4517221,True
679,Teresa,Robinson,68.36915651,False
680,Gregory,Morris,58.53092312,False
681,Lisa,Holmes,17.99530629,False
682,Lisa,Navarro,97.51500773,False
683,Sabrina,Michael,243.4277732,True
684,Susan,Matthews,200.4123061,True
685,John,Kim,51.5370261,False
686,Sara,Sutton,189.5221667,True
687,Jeremy,Glover,278.9105668,True
688,William,Carter,23.2168065,False
689,Krystal,Cortez,56.11154916,False
690,Spencer,Mccarthy,279.59954,True
691,Troy,Gardner,104.5532918,True
692,Peter,Flores,74.41065758,False
693,Angela,Shelton,146.4098961,True
694,John,Burgess,108.6373043,True
695,Aaron,Cook,184.4642876,True
696,Lisa,Dennis,211.3784263,True
697,Brenda,Navarro,298.8288141,True
698,Kayla,Hall,9.281220883,False
699,Katelyn,Conner,40.76078965,False
700,Alexandra,Bell,143.3930959,True
701,Ann,Wilson,225.5158007,True
702,Colleen,Snow,263.6734719,True
703,Lisa,Pham,189.8902208,True
704,Scott,Taylor,247.3829686,True
705,Donald,Wood,210.8807336,True
706,Dawn,Salas,143.5431985,True
707,Aimee,Wilson,130.9109037,True
708,Dana,Reyes,163.0410422,True
709,Zoe,Robinson,154.7020471,True
710,Bradley,Ryan,5.450063924,False
711,Katherine,Hopkins,82.65015724,False
712,Brandon,Cervantes,288.2269863,True
713,Lisa,French,178.2685547,True
714,Justin,Johnson,29.62228179,False
715,Amanda,Johns,126.1294179,True
716,Ryan,Shea,97.27702498,False
717,Kyle,Hart,189.1208858,True
718,Kari,Jones,155.7406302,True
719,Matthew,White,264.0155109,True
720,Leah,King,26.05865282,False
721,Katherine,Bowers,102.6925911,True
722,Emily,Gonzalez,115.5333546,True
723,Dylan,Williamson,192.1510027,True
724,Matthew,Jordan,231.3469853,True
725,Corey,Williams,282.7309243,True
726,Deanna,Braun,99.44804527,False
727,Thomas,Harrell,184.4071906,True
